blocksize_bits,blocksize_kB,smallprime_faster,mediumstep_faster,vectorstep_faster,passes,elapsed_time,sample_duration,average
524288,64,48,48,32,4,0.000452,0.000400,8849.557522
524288,64,452,48,32,4,0.000451,0.000400,8869.179601
262144,32,48,48,32,4,0.000408,0.000400,9803.921569
262144,32,452,48,32,4,0.000442,0.000400,9049.773756
131072,16,48,48,32,4,0.000475,0.000400,8421.052632
131072,16,452,48,32,4,0.000444,0.000400,9009.009009
1048576,128,48,48,64,4,0.000432,0.000400,9259.259259
1048576,128,452,48,64,4,0.000416,0.000400,9615.384615
524288,64,48,48,64,4,0.000417,0.000400,9592.326139
524288,64,452,48,64,4,0.000433,0.000400,9237.875289
262144,32,48,48,64,5,0.000485,0.000400,10309.278351
262144,32,452,48,64,4,0.000421,0.000400,9501.187648
131072,16,48,48,64,4,0.000443,0.000400,9029.345372
131072,16,452,48,64,4,0.000450,0.000400,8888.888889
1048576,128,48,48,96,4,0.000411,0.000400,9732.360097
1048576,128,452,48,96,5,0.000493,0.000400,10141.987830
524288,64,48,48,96,5,0.000497,0.000400,10060.362173
524288,64,452,48,96,5,0.000483,0.000400,10351.966874
262144,32,48,48,96,5,0.000456,0.000400,10964.912281
262144,32,452,48,96,5,0.000489,0.000400,10224.948875
131072,16,48,48,96,4,0.000409,0.000400,9779.951100
131072,16,452,48,96,5,0.000489,0.000400,10224.948875
1048576,128,48,48,128,5,0.000482,0.000400,10373.443983
1048576,128,452,48,128,5,0.000462,0.000400,10822.510823
524288,64,48,48,128,5,0.000474,0.000400,10548.523207
524288,64,452,48,128,5,0.000482,0.000400,10373.443983
262144,32,48,48,128,5,0.000456,0.000400,10964.912281
262144,32,452,48,128,5,0.000469,0.000400,10660.980810
131072,16,48,48,128,4,0.000441,0.000400,9070.294785
131072,16,452,48,128,5,0.000476,0.000400,10504.201681
1048576,128,48,48,160,5,0.000469,0.000400,10660.980810
1048576,128,452,48,160,5,0.000474,0.000400,10548.523207
524288,64,48,48,160,5,0.000461,0.000400,10845.986985
524288,64,452,48,160,5,0.000460,0.000400,10869.565217
262144,32,48,48,160,5,0.000457,0.000400,10940.919037
262144,32,452,48,160,5,0.000476,0.000400,10504.201681
131072,16,48,48,160,4,0.000476,0.000400,8403.361345
131072,16,452,48,160,5,0.000462,0.000400,10822.510823
1048576,128,48,48,192,5,0.000459,0.000400,10893.246187
1048576,128,452,48,192,5,0.000471,0.000400,10615.711253
524288,64,48,48,192,5,0.000457,0.000400,10940.919037
524288,64,452,48,192,5,0.000456,0.000400,10964.912281
262144,32,48,48,192,5,0.000487,0.000400,10266.940452
262144,32,452,48,192,5,0.000482,0.000400,10373.443983
131072,16,48,48,192,4,0.000521,0.000400,7677.543186
131072,16,452,48,192,5,0.000485,0.000400,10309.278351
1048576,128,48,48,224,5,0.000507,0.000400,9861.932939
1048576,128,452,48,224,5,0.000484,0.000400,10330.578512
524288,64,48,48,224,5,0.000476,0.000400,10504.201681
524288,64,452,48,224,5,0.000482,0.000400,10373.443983
262144,32,48,48,224,4,0.000418,0.000400,9569.377990
262144,32,452,48,224,5,0.000492,0.000400,10162.601626
131072,16,48,48,224,3,0.000450,0.000400,6666.666667
131072,16,452,48,224,5,0.000491,0.000400,10183.299389
1048576,128,48,48,256,5,0.000481,0.000400,10395.010395
1048576,128,452,48,256,5,0.000477,0.000400,10482.180294
524288,64,48,48,256,4,0.000401,0.000400,9975.062344
524288,64,452,48,256,5,0.000527,0.000400,9487.666034
262144,32,48,48,256,4,0.000456,0.000400,8771.929825
262144,32,452,48,256,4,0.000413,0.000400,9685.230024
131072,16,48,48,256,3,0.000522,0.000400,5747.126437
131072,16,452,48,256,4,0.000401,0.000400,9975.062344
1048576,128,48,64,0,4,0.000447,0.000400,8948.545861
1048576,128,452,64,0,4,0.000444,0.000400,9009.009009
524288,64,48,64,0,4,0.000447,0.000400,8948.545861
524288,64,452,64,0,4,0.000460,0.000400,8695.652174
262144,32,48,64,0,4,0.000417,0.000400,9592.326139
262144,32,452,64,0,4,0.000486,0.000400,8230.452675
131072,16,48,64,0,4,0.000494,0.000400,8097.165992
131072,16,452,64,0,4,0.000475,0.000400,8421.052632
1048576,128,48,64,32,4,0.000454,0.000400,8810.572687
1048576,128,452,64,32,4,0.000479,0.000400,8350.730689
524288,64,48,64,32,4,0.000456,0.000400,8771.929825
524288,64,452,64,32,4,0.000470,0.000400,8510.638298
262144,32,48,64,32,4,0.000416,0.000400,9615.384615
262144,32,452,64,32,4,0.000452,0.000400,8849.557522
131072,16,48,64,32,4,0.000465,0.000400,8602.150538
131072,16,452,64,32,4,0.000448,0.000400,8928.571429
1048576,128,48,64,64,4,0.000493,0.000400,8113.590264
1048576,128,452,64,64,4,0.000452,0.000400,8849.557522
524288,64,48,64,64,4,0.000471,0.000400,8492.569002
524288,64,452,64,64,4,0.000462,0.000400,8658.008658
262144,32,48,64,64,4,0.000465,0.000400,8602.150538
262144,32,452,64,64,4,0.000447,0.000400,8948.545861
131072,16,48,64,64,4,0.000460,0.000400,8695.652174
131072,16,452,64,64,4,0.000448,0.000400,8928.571429
1048576,128,48,64,96,4,0.000413,0.000400,9685.230024
1048576,128,452,64,96,4,0.000421,0.000400,9501.187648
524288,64,48,64,96,4,0.000418,0.000400,9569.377990
524288,64,452,64,96,4,0.000472,0.000400,8474.576271
262144,32,48,64,96,5,0.000491,0.000400,10183.299389
262144,32,452,64,96,4,0.000453,0.000400,8830.022075
131072,16,48,64,96,4,0.000429,0.000400,9324.009324
131072,16,452,64,96,4,0.000424,0.000400,9433.962264
1048576,128,48,64,128,5,0.000496,0.000400,10080.645161
1048576,128,452,64,128,4,0.000401,0.000400,9975.062344
524288,64,48,64,128,4,0.000411,0.000400,9732.360097
524288,64,452,64,128,4,0.000405,0.000400,9876.543210
262144,32,48,64,128,5,0.000479,0.000400,10438.413361
262144,32,452,64,128,5,0.000499,0.000400,10020.040080
131072,16,48,64,128,4,0.000484,0.000400,8264.462810
131072,16,452,64,128,5,0.000499,0.000400,10020.040080
1048576,128,48,64,160,5,0.000491,0.000400,10183.299389
1048576,128,452,64,160,5,0.000479,0.000400,10438.413361
524288,64,48,64,160,4,0.000403,0.000400,9925.558313
524288,64,452,64,160,5,0.000479,0.000400,10438.413361
262144,32,48,64,160,5,0.000485,0.000400,10309.278351
262144,32,452,64,160,5,0.000496,0.000400,10080.645161
131072,16,48,64,160,4,0.000503,0.000400,7952.286282
131072,16,452,64,160,5,0.000498,0.000400,10040.160643
1048576,128,48,64,192,4,0.000410,0.000400,9756.097561
1048576,128,452,64,192,4,0.000426,0.000400,9389.671362
524288,64,48,64,192,5,0.000498,0.000400,10040.160643
524288,64,452,64,192,4,0.000514,0.000400,7782.101167
262144,32,48,64,192,4,0.000434,0.000400,9216.589862
262144,32,452,64,192,4,0.000403,0.000400,9925.558313
131072,16,48,64,192,3,0.000409,0.000400,7334.963325
131072,16,452,64,192,4,0.000420,0.000400,9523.809524
1048576,128,48,64,224,4,0.000413,0.000400,9685.230024
1048576,128,452,64,224,5,0.000490,0.000400,10204.081633
524288,64,48,64,224,5,0.000489,0.000400,10224.948875
524288,64,452,64,224,5,0.000505,0.000400,9900.990099
262144,32,48,64,224,4,0.000444,0.000400,9009.009009
262144,32,452,64,224,4,0.000433,0.000400,9237.875289
131072,16,48,64,224,3,0.000444,0.000400,6756.756757
131072,16,452,64,224,4,0.000402,0.000400,9950.248756
1048576,128,48,64,256,4,0.000419,0.000400,9546.539379
1048576,128,452,64,256,5,0.000498,0.000400,10040.160643
524288,64,48,64,256,5,0.000498,0.000400,10040.160643
524288,64,452,64,256,5,0.000499,0.000400,10020.040080
262144,32,48,64,256,4,0.000478,0.000400,8368.200837
262144,32,452,64,256,4,0.000410,0.000400,9756.097561
131072,16,48,64,256,3,0.000583,0.000400,5145.797599
131072,16,452,64,256,4,0.000421,0.000400,9501.187648
1048576,128,112,0,0,3,0.000415,0.000400,7228.915663
1048576,128,388,0,0,3,0.000430,0.000400,6976.744186
524288,64,112,0,0,3,0.000437,0.000400,6864.988558
524288,64,388,0,0,4,0.000528,0.000400,7575.757576
262144,32,112,0,0,4,0.000502,0.000400,7968.127490
262144,32,388,0,0,3,0.000414,0.000400,7246.376812
131072,16,112,0,0,3,0.000407,0.000400,7371.007371
131072,16,388,0,0,3,0.000403,0.000400,7444.168734
1048576,128,112,0,32,4,0.000427,0.000400,9367.681499
1048576,128,388,0,32,4,0.000426,0.000400,9389.671362
524288,64,112,0,32,4,0.000436,0.000400,9174.311927
524288,64,388,0,32,4,0.000424,0.000400,9433.962264
262144,32,112,0,32,5,0.000493,0.000400,10141.987830
262144,32,388,0,32,4,0.000498,0.000400,8032.128514
131072,16,112,0,32,3,0.000442,0.000400,6787.330317
131072,16,388,0,32,3,0.000453,0.000400,6622.516556
1048576,128,112,0,64,5,0.000461,0.000400,10845.986985
1048576,128,388,0,64,5,0.000467,0.000400,10706.638116
524288,64,112,0,64,5,0.000444,0.000400,11261.261261
524288,64,388,0,64,5,0.000445,0.000400,11235.955056
262144,32,112,0,64,5,0.000413,0.000400,12106.537530
262144,32,388,0,64,5,0.000460,0.000400,10869.565217
131072,16,112,0,64,5,0.000493,0.000400,10141.987830
131072,16,388,0,64,5,0.000456,0.000400,10964.912281
1048576,128,112,0,96,5,0.000447,0.000400,11185.682327
1048576,128,388,0,96,5,0.000410,0.000400,12195.121951
524288,64,112,0,96,5,0.000403,0.000400,12406.947891
524288,64,388,0,96,5,0.000418,0.000400,11961.722488
262144,32,112,0,96,6,0.000444,0.000400,13513.513514
262144,32,388,0,96,5,0.000408,0.000400,12254.901961
131072,16,112,0,96,5,0.000421,0.000400,11876.484561
131072,16,388,0,96,5,0.000414,0.000400,12077.294686
1048576,128,112,0,128,5,0.000409,0.000400,12224.938875
1048576,128,388,0,128,6,0.000469,0.000400,12793.176972
524288,64,112,0,128,6,0.000467,0.000400,12847.965739
524288,64,388,0,128,6,0.000466,0.000400,12875.536481
262144,32,112,0,128,6,0.000443,0.000400,13544.018059
262144,32,388,0,128,6,0.000474,0.000400,12658.227848
131072,16,112,0,128,5,0.000403,0.000400,12406.947891
131072,16,388,0,128,6,0.000497,0.000400,12072.434608
1048576,128,112,0,160,5,0.000410,0.000400,12195.121951
1048576,128,388,0,160,5,0.000422,0.000400,11848.341232
524288,64,112,0,160,5,0.000411,0.000400,12165.450122
524288,64,388,0,160,6,0.000470,0.000400,12765.957447
262144,32,112,0,160,6,0.000488,0.000400,12295.081967
262144,32,388,0,160,5,0.000422,0.000400,11848.341232
131072,16,112,0,160,6,0.000479,0.000400,12526.096033
131072,16,388,0,160,5,0.000402,0.000400,12437.810945
1048576,128,112,0,192,5,0.000419,0.000400,11933.174224
1048576,128,388,0,192,6,0.000457,0.000400,13129.102845
524288,64,112,0,192,6,0.000473,0.000400,12684.989429
524288,64,388,0,192,6,0.000462,0.000400,12987.012987
262144,32,112,0,192,6,0.000428,0.000400,14018.691589
262144,32,388,0,192,6,0.000472,0.000400,12711.864407
131072,16,112,0,192,5,0.000426,0.000400,11737.089202
131072,16,388,0,192,6,0.000469,0.000400,12793.176972
1048576,128,112,0,224,6,0.000476,0.000400,12605.042017
1048576,128,388,0,224,6,0.000467,0.000400,12847.965739
524288,64,112,0,224,6,0.000460,0.000400,13043.478261
524288,64,388,0,224,6,0.000474,0.000400,12658.227848
262144,32,112,0,224,6,0.000429,0.000400,13986.013986
262144,32,388,0,224,6,0.000483,0.000400,12422.360248
131072,16,112,0,224,5,0.000418,0.000400,11961.722488
131072,16,388,0,224,5,0.000427,0.000400,11709.601874
1048576,128,112,0,256,5,0.000410,0.000400,12195.121951
1048576,128,388,0,256,5,0.000403,0.000400,12406.947891
524288,64,112,0,256,5,0.000414,0.000400,12077.294686
524288,64,388,0,256,6,0.000478,0.000400,12552.301255
262144,32,112,0,256,5,0.000407,0.000400,12285.012285
262144,32,388,0,256,5,0.000406,0.000400,12315.270936
131072,16,112,0,256,4,0.000411,0.000400,9732.360097
131072,16,388,0,256,5,0.000434,0.000400,11520.737327
1048576,128,112,16,0,3,0.000407,0.000400,7371.007371
1048576,128,388,16,0,3,0.000433,0.000400,6928.406467
524288,64,112,16,0,4,0.000533,0.000400,7504.690432
524288,64,388,16,0,4,0.000534,0.000400,7490.636704
262144,32,112,16,0,4,0.000502,0.000400,7968.127490
262144,32,388,16,0,3,0.000417,0.000400,7194.244604
131072,16,112,16,0,3,0.000410,0.000400,7317.073171
131072,16,388,16,0,3,0.000509,0.000400,5893.909627
1048576,128,112,16,32,3,0.000468,0.000400,6410.256410
1048576,128,388,16,32,4,0.000445,0.000400,8988.764045
524288,64,112,16,32,4,0.000421,0.000400,9501.187648
524288,64,388,16,32,4,0.000448,0.000400,8928.571429
262144,32,112,16,32,4,0.000466,0.000400,8583.690987
262144,32,388,16,32,3,0.000466,0.000400,6437.768240
131072,16,112,16,32,4,0.000449,0.000400,8908.685969
131072,16,388,16,32,4,0.000451,0.000400,8869.179601
1048576,128,112,16,64,5,0.000478,0.000400,10460.251046
1048576,128,388,16,64,5,0.000460,0.000400,10869.565217
524288,64,112,16,64,5,0.000461,0.000400,10845.986985
524288,64,388,16,64,5,0.000460,0.000400,10869.565217
262144,32,112,16,64,5,0.000433,0.000400,11547.344111
262144,32,388,16,64,5,0.000457,0.000400,10940.919037
131072,16,112,16,64,5,0.000469,0.000400,10660.980810
131072,16,388,16,64,5,0.000462,0.000400,10822.510823
1048576,128,112,16,96,5,0.000438,0.000400,11415.525114
1048576,128,388,16,96,5,0.000416,0.000400,12019.230769
524288,64,112,16,96,5,0.000408,0.000400,12254.901961
524288,64,388,16,96,5,0.000409,0.000400,12224.938875
262144,32,112,16,96,6,0.000446,0.000400,13452.914798
262144,32,388,16,96,5,0.000423,0.000400,11820.330969
131072,16,112,16,96,5,0.000421,0.000400,11876.484561
131072,16,388,16,96,5,0.000417,0.000400,11990.407674
1048576,128,112,16,128,6,0.000478,0.000400,12552.301255
1048576,128,388,16,128,5,0.000408,0.000400,12254.901961
524288,64,112,16,128,6,0.000474,0.000400,12658.227848
524288,64,388,16,128,5,0.000447,0.000400,11185.682327
262144,32,112,16,128,6,0.000464,0.000400,12931.034483
262144,32,388,16,128,5,0.000402,0.000400,12437.810945
131072,16,112,16,128,5,0.000422,0.000400,11848.341232
131072,16,388,16,128,5,0.000406,0.000400,12315.270936
1048576,128,112,16,160,6,0.000457,0.000400,13129.102845
1048576,128,388,16,160,6,0.000528,0.000400,11363.636364
524288,64,112,16,160,5,0.000404,0.000400,12376.237624
524288,64,388,16,160,5,0.000410,0.000400,12195.121951
262144,32,112,16,160,6,0.000416,0.000400,14423.076923
262144,32,388,16,160,5,0.000410,0.000400,12195.121951
131072,16,112,16,160,5,0.000423,0.000400,11820.330969
131072,16,388,16,160,6,0.000505,0.000400,11881.188119
1048576,128,112,16,192,6,0.000464,0.000400,12931.034483
1048576,128,388,16,192,6,0.000461,0.000400,13015.184382
524288,64,112,16,192,6,0.000471,0.000400,12738.853503
524288,64,388,16,192,6,0.000454,0.000400,13215.859031
262144,32,112,16,192,6,0.000412,0.000400,14563.106796
262144,32,388,16,192,6,0.000470,0.000400,12765.957447
131072,16,112,16,192,5,0.000413,0.000400,12106.537530
131072,16,388,16,192,6,0.000475,0.000400,12631.578947
1048576,128,112,16,224,6,0.000470,0.000400,12765.957447
1048576,128,388,16,224,5,0.000402,0.000400,12437.810945
524288,64,112,16,224,6,0.000496,0.000400,12096.774194
524288,64,388,16,224,5,0.000410,0.000400,12195.121951
262144,32,112,16,224,6,0.000422,0.000400,14218.009479
262144,32,388,16,224,5,0.000423,0.000400,11820.330969
131072,16,112,16,224,5,0.000407,0.000400,12285.012285
131072,16,388,16,224,5,0.000417,0.000400,11990.407674
1048576,128,112,16,256,5,0.000411,0.000400,12165.450122
1048576,128,388,16,256,5,0.000414,0.000400,12077.294686
524288,64,112,16,256,5,0.000403,0.000400,12406.947891
524288,64,388,16,256,5,0.000404,0.000400,12376.237624
262144,32,112,16,256,5,0.000409,0.000400,12224.938875
262144,32,388,16,256,5,0.000402,0.000400,12437.810945
131072,16,112,16,256,5,0.000494,0.000400,10121.457490
131072,16,388,16,256,5,0.000412,0.000400,12135.922330
1048576,128,112,32,0,4,0.000462,0.000400,8658.008658
1048576,128,388,32,0,4,0.000471,0.000400,8492.569002
524288,64,112,32,0,4,0.000464,0.000400,8620.689655
524288,64,388,32,0,4,0.000480,0.000400,8333.333333
262144,32,112,32,0,3,0.000476,0.000400,6302.521008
262144,32,388,32,0,3,0.000490,0.000400,6122.448980
131072,16,112,32,0,3,0.000562,0.000400,5338.078292
131072,16,388,32,0,3,0.000475,0.000400,6315.789474
1048576,128,112,32,32,3,0.000484,0.000400,6198.347107
1048576,128,388,32,32,3,0.000453,0.000400,6622.516556
524288,64,112,32,32,3,0.000462,0.000400,6493.506494
524288,64,388,32,32,3,0.000538,0.000400,5576.208178
262144,32,112,32,32,3,0.000483,0.000400,6211.180124
262144,32,388,32,32,3,0.000468,0.000400,6410.256410
131072,16,112,32,32,4,0.000480,0.000400,8333.333333
131072,16,388,32,32,4,0.000462,0.000400,8658.008658
1048576,128,112,32,64,4,0.000414,0.000400,9661.835749
1048576,128,388,32,64,5,0.000498,0.000400,10040.160643
524288,64,112,32,64,5,0.000493,0.000400,10141.987830
524288,64,388,32,64,5,0.000495,0.000400,10101.010101
262144,32,112,32,64,5,0.000473,0.000400,10570.824524
262144,32,388,32,64,4,0.000407,0.000400,9828.009828
131072,16,112,32,64,4,0.000410,0.000400,9756.097561
131072,16,388,32,64,4,0.000406,0.000400,9852.216749
1048576,128,112,32,96,5,0.000467,0.000400,10706.638116
1048576,128,388,32,96,5,0.000452,0.000400,11061.946903
524288,64,112,32,96,5,0.000449,0.000400,11135.857461
524288,64,388,32,96,5,0.000448,0.000400,11160.714286
262144,32,112,32,96,5,0.000550,0.000400,9090.909091
262144,32,388,32,96,4,0.000418,0.000400,9569.377990
131072,16,112,32,96,4,0.000417,0.000400,9592.326139
131072,16,388,32,96,5,0.000472,0.000400,10593.220339
1048576,128,112,32,128,5,0.000445,0.000400,11235.955056
1048576,128,388,32,128,5,0.000466,0.000400,10729.613734
524288,64,112,32,128,5,0.000426,0.000400,11737.089202
524288,64,388,32,128,5,0.000433,0.000400,11547.344111
262144,32,112,32,128,6,0.000470,0.000400,12765.957447
262144,32,388,32,128,5,0.000461,0.000400,10845.986985
131072,16,112,32,128,4,0.000402,0.000400,9950.248756
131072,16,388,32,128,5,0.000453,0.000400,11037.527594
1048576,128,112,32,160,5,0.000445,0.000400,11235.955056
1048576,128,388,32,160,5,0.000434,0.000400,11520.737327
524288,64,112,32,160,5,0.000454,0.000400,11013.215859
524288,64,388,32,160,5,0.000458,0.000400,10917.030568
262144,32,112,32,160,5,0.000410,0.000400,12195.121951
262144,32,388,32,160,5,0.000430,0.000400,11627.906977
131072,16,112,32,160,5,0.000440,0.000400,11363.636364
131072,16,388,32,160,5,0.000447,0.000400,11185.682327
1048576,128,112,32,192,5,0.000461,0.000400,10845.986985
1048576,128,388,32,192,5,0.000430,0.000400,11627.906977
524288,64,112,32,192,5,0.000429,0.000400,11655.011655
524288,64,388,32,192,3,0.000415,0.000400,7228.915663
262144,32,112,32,192,5,0.000404,0.000400,12376.237624
262144,32,388,32,192,5,0.000471,0.000400,10615.711253
131072,16,112,32,192,5,0.000451,0.000400,11086.474501
131072,16,388,32,192,5,0.000426,0.000400,11737.089202
1048576,128,112,32,224,5,0.000460,0.000400,10869.565217
1048576,128,388,32,224,5,0.000435,0.000400,11494.252874
524288,64,112,32,224,5,0.000426,0.000400,11737.089202
524288,64,388,32,224,5,0.000435,0.000400,11494.252874
262144,32,112,32,224,6,0.000482,0.000400,12448.132780
262144,32,388,32,224,5,0.000436,0.000400,11467.889908
131072,16,112,32,224,5,0.000445,0.000400,11235.955056
131072,16,388,32,224,5,0.000439,0.000400,11389.521640
1048576,128,112,32,256,5,0.000448,0.000400,11160.714286
1048576,128,388,32,256,5,0.000461,0.000400,10845.986985
524288,64,112,32,256,5,0.000438,0.000400,11415.525114
524288,64,388,32,256,5,0.000442,0.000400,11312.217195
262144,32,112,32,256,5,0.000436,0.000400,11467.889908
262144,32,388,32,256,5,0.000462,0.000400,10822.510823
131072,16,112,32,256,4,0.000433,0.000400,9237.875289
131072,16,388,32,256,5,0.000458,0.000400,10917.030568
1048576,128,112,48,0,4,0.000444,0.000400,9009.009009
1048576,128,388,48,0,4,0.000576,0.000400,6944.444444
524288,64,112,48,0,4,0.000471,0.000400,8492.569002
524288,64,388,48,0,4,0.000478,0.000400,8368.200837
262144,32,112,48,0,4,0.000424,0.000400,9433.962264
262144,32,388,48,0,4,0.000444,0.000400,9009.009009
131072,16,112,48,0,4,0.000482,0.000400,8298.755187
131072,16,388,48,0,4,0.000441,0.000400,9070.294785
1048576,128,112,48,32,4,0.000451,0.000400,8869.179601
1048576,128,388,48,32,4,0.000447,0.000400,8948.545861
524288,64,112,48,32,4,0.000458,0.000400,8733.624454
524288,64,388,48,32,4,0.000443,0.000400,9029.345372
262144,32,112,48,32,4,0.000418,0.000400,9569.377990
262144,32,388,48,32,4,0.000447,0.000400,8948.545861
131072,16,112,48,32,4,0.000457,0.000400,8752.735230
131072,16,388,48,32,4,0.000461,0.000400,8676.789588
1048576,128,112,48,64,4,0.000425,0.000400,9411.764706
1048576,128,388,48,64,4,0.000426,0.000400,9389.671362
524288,64,112,48,64,4,0.000445,0.000400,8988.764045
524288,64,388,48,64,4,0.000426,0.000400,9389.671362
262144,32,112,48,64,4,0.000420,0.000400,9523.809524
262144,32,388,48,64,4,0.000434,0.000400,9216.589862
131072,16,112,48,64,4,0.000433,0.000400,9237.875289
131072,16,388,48,64,4,0.000428,0.000400,9345.794393
1048576,128,112,48,96,3,0.000449,0.000400,6681.514477
1048576,128,388,48,96,4,0.000415,0.000400,9638.554217
524288,64,112,48,96,5,0.000492,0.000400,10162.601626
524288,64,388,48,96,5,0.000482,0.000400,10373.443983
262144,32,112,48,96,5,0.000458,0.000400,10917.030568
262144,32,388,48,96,4,0.000402,0.000400,9950.248756
131072,16,112,48,96,4,0.000404,0.000400,9900.990099
131072,16,388,48,96,5,0.000491,0.000400,10183.299389
1048576,128,112,48,128,5,0.000482,0.000400,10373.443983
1048576,128,388,48,128,5,0.000483,0.000400,10351.966874
524288,64,112,48,128,5,0.000463,0.000400,10799.136069
524288,64,388,48,128,4,0.000431,0.000400,9280.742459
262144,32,112,48,128,5,0.000431,0.000400,11600.928074
262144,32,388,48,128,4,0.000407,0.000400,9828.009828
131072,16,112,48,128,5,0.000479,0.000400,10438.413361
131072,16,388,48,128,5,0.000483,0.000400,10351.966874
1048576,128,112,48,160,5,0.000460,0.000400,10869.565217
1048576,128,388,48,160,5,0.000457,0.000400,10940.919037
524288,64,112,48,160,5,0.000456,0.000400,10964.912281
524288,64,388,48,160,5,0.000469,0.000400,10660.980810
262144,32,112,48,160,5,0.000416,0.000400,12019.230769
262144,32,388,48,160,5,0.000463,0.000400,10799.136069
131072,16,112,48,160,5,0.000471,0.000400,10615.711253
131072,16,388,48,160,5,0.000485,0.000400,10309.278351
1048576,128,112,48,192,5,0.000466,0.000400,10729.613734
1048576,128,388,48,192,5,0.000461,0.000400,10845.986985
524288,64,112,48,192,5,0.000471,0.000400,10615.711253
524288,64,388,48,192,5,0.000451,0.000400,11086.474501
262144,32,112,48,192,5,0.000433,0.000400,11547.344111
262144,32,388,48,192,5,0.000459,0.000400,10893.246187
131072,16,112,48,192,5,0.000491,0.000400,10183.299389
131072,16,388,48,192,5,0.000467,0.000400,10706.638116
1048576,128,112,48,224,5,0.000478,0.000400,10460.251046
1048576,128,388,48,224,5,0.000457,0.000400,10940.919037
524288,64,112,48,224,5,0.000457,0.000400,10940.919037
524288,64,388,48,224,5,0.000456,0.000400,10964.912281
262144,32,112,48,224,5,0.000434,0.000400,11520.737327
262144,32,388,48,224,5,0.000460,0.000400,10869.565217
131072,16,112,48,224,5,0.000476,0.000400,10504.201681
131072,16,388,48,224,5,0.000465,0.000400,10752.688172
1048576,128,112,48,256,5,0.000488,0.000400,10245.901639
1048576,128,388,48,256,5,0.000489,0.000400,10224.948875
524288,64,112,48,256,5,0.000473,0.000400,10570.824524
524288,64,388,48,256,5,0.000474,0.000400,10548.523207
262144,32,112,48,256,4,0.000433,0.000400,9237.875289
262144,32,388,48,256,4,0.000409,0.000400,9779.951100
131072,16,112,48,256,4,0.000460,0.000400,8695.652174
131072,16,388,48,256,5,0.000492,0.000400,10162.601626
1048576,128,112,64,0,4,0.000469,0.000400,8528.784648
1048576,128,388,64,0,4,0.000451,0.000400,8869.179601
524288,64,112,64,0,4,0.000442,0.000400,9049.773756
524288,64,388,64,0,4,0.000442,0.000400,9049.773756
262144,32,112,64,0,4,0.000410,0.000400,9756.097561
262144,32,388,64,0,4,0.000454,0.000400,8810.572687
131072,16,112,64,0,4,0.000452,0.000400,8849.557522
131072,16,388,64,0,4,0.000443,0.000400,9029.345372
1048576,128,112,64,32,4,0.000440,0.000400,9090.909091
1048576,128,388,64,32,4,0.000454,0.000400,8810.572687
524288,64,112,64,32,4,0.000436,0.000400,9174.311927
524288,64,388,64,32,4,0.000437,0.000400,9153.318078
262144,32,112,64,32,4,0.000409,0.000400,9779.951100
262144,32,388,64,32,4,0.000438,0.000400,9132.420091
131072,16,112,64,32,4,0.000465,0.000400,8602.150538
131072,16,388,64,32,4,0.000452,0.000400,8849.557522
1048576,128,112,64,64,4,0.000436,0.000400,9174.311927
1048576,128,388,64,64,4,0.000437,0.000400,9153.318078
524288,64,112,64,64,4,0.000454,0.000400,8810.572687
524288,64,388,64,64,4,0.000444,0.000400,9009.009009
262144,32,112,64,64,4,0.000411,0.000400,9732.360097
262144,32,388,64,64,4,0.000444,0.000400,9009.009009
131072,16,112,64,64,4,0.000459,0.000400,8714.596950
131072,16,388,64,64,4,0.000459,0.000400,8714.596950
1048576,128,112,64,96,4,0.000409,0.000400,9779.951100
1048576,128,388,64,96,4,0.000408,0.000400,9803.921569
524288,64,112,64,96,4,0.000407,0.000400,9828.009828
524288,64,388,64,96,4,0.000408,0.000400,9803.921569
262144,32,112,64,96,5,0.000480,0.000400,10416.666667
262144,32,388,64,96,4,0.000420,0.000400,9523.809524
131072,16,112,64,96,4,0.000413,0.000400,9685.230024
131072,16,388,64,96,4,0.000404,0.000400,9900.990099
1048576,128,112,64,128,4,0.000465,0.000400,8602.150538
1048576,128,388,64,128,5,0.000485,0.000400,10309.278351
524288,64,112,64,128,5,0.000483,0.000400,10351.966874
524288,64,388,64,128,5,0.000483,0.000400,10351.966874
262144,32,112,64,128,5,0.000460,0.000400,10869.565217
262144,32,388,64,128,5,0.000483,0.000400,10351.966874
131072,16,112,64,128,5,0.000498,0.000400,10040.160643
131072,16,388,64,128,5,0.000489,0.000400,10224.948875
1048576,128,112,64,160,5,0.000498,0.000400,10040.160643
1048576,128,388,64,160,5,0.000487,0.000400,10266.940452
524288,64,112,64,160,5,0.000490,0.000400,10204.081633
524288,64,388,64,160,5,0.000476,0.000400,10504.201681
262144,32,112,64,160,5,0.000447,0.000400,11185.682327
262144,32,388,64,160,5,0.000490,0.000400,10204.081633
131072,16,112,64,160,5,0.000491,0.000400,10183.299389
131072,16,388,64,160,5,0.000483,0.000400,10351.966874
1048576,128,112,64,192,5,0.000485,0.000400,10309.278351
1048576,128,388,64,192,5,0.000494,0.000400,10121.457490
524288,64,112,64,192,5,0.000477,0.000400,10482.180294
524288,64,388,64,192,5,0.000477,0.000400,10482.180294
262144,32,112,64,192,5,0.000449,0.000400,11135.857461
262144,32,388,64,192,5,0.000495,0.000400,10101.010101
