blocksize_bits,blocksize_kB,smallprime_faster,mediumstep_faster,vectorstep_faster,passes,elapsed_time,sample_duration,average
131072,16,16,16,128,4,0.000415,0.000400,9638.554217
131072,16,484,16,128,5,0.000402,0.000400,12437.810945
1048576,128,16,16,160,6,0.000467,0.000400,12847.965739
1048576,128,484,16,160,6,0.000475,0.000400,12631.578947
524288,64,16,16,160,6,0.000461,0.000400,13015.184382
524288,64,484,16,160,6,0.000461,0.000400,13015.184382
262144,32,16,16,160,5,0.000401,0.000400,12468.827930
262144,32,484,16,160,4,0.000409,0.000400,9779.951100
131072,16,16,16,160,4,0.000455,0.000400,8791.208791
131072,16,484,16,160,6,0.000475,0.000400,12631.578947
1048576,128,16,16,192,6,0.000466,0.000400,12875.536481
1048576,128,484,16,192,6,0.000475,0.000400,12631.578947
524288,64,16,16,192,6,0.000460,0.000400,13043.478261
524288,64,484,16,192,6,0.000450,0.000400,13333.333333
262144,32,16,16,192,5,0.000430,0.000400,11627.906977
262144,32,484,16,192,5,0.000411,0.000400,12165.450122
131072,16,16,16,192,4,0.000513,0.000400,7797.270955
131072,16,484,16,192,6,0.000474,0.000400,12658.227848
1048576,128,16,16,224,6,0.000467,0.000400,12847.965739
1048576,128,484,16,224,5,0.000407,0.000400,12285.012285
524288,64,16,16,224,6,0.000460,0.000400,13043.478261
524288,64,484,16,224,6,0.000458,0.000400,13100.436681
262144,32,16,16,224,5,0.000460,0.000400,10869.565217
262144,32,484,16,224,5,0.000401,0.000400,12468.827930
131072,16,16,16,224,3,0.000433,0.000400,6928.406467
131072,16,484,16,224,5,0.000414,0.000400,12077.294686
1048576,128,16,16,256,5,0.000404,0.000400,12376.237624
1048576,128,484,16,256,6,0.000479,0.000400,12526.096033
524288,64,16,16,256,6,0.000491,0.000400,12219.959267
524288,64,484,16,256,6,0.000477,0.000400,12578.616352
262144,32,16,16,256,4,0.000407,0.000400,9828.009828
262144,32,484,16,256,5,0.000419,0.000400,11933.174224
131072,16,16,16,256,3,0.000479,0.000400,6263.048017
131072,16,484,16,256,5,0.000434,0.000400,11520.737327
1048576,128,16,32,0,4,0.000460,0.000400,8695.652174
1048576,128,484,32,0,4,0.000456,0.000400,8771.929825
524288,64,16,32,0,4,0.000456,0.000400,8771.929825
524288,64,484,32,0,4,0.000469,0.000400,8528.784648
262144,32,16,32,0,4,0.000435,0.000400,9195.402299
262144,32,484,32,0,4,0.000462,0.000400,8658.008658
131072,16,16,32,0,4,0.000512,0.000400,7812.500000
131072,16,484,32,0,4,0.000463,0.000400,8639.308855
1048576,128,16,32,32,4,0.000466,0.000400,8583.690987
1048576,128,484,32,32,4,0.000454,0.000400,8810.572687
524288,64,16,32,32,4,0.000471,0.000400,8492.569002
524288,64,484,32,32,4,0.000455,0.000400,8791.208791
262144,32,16,32,32,4,0.000415,0.000400,9638.554217
262144,32,484,32,32,4,0.000457,0.000400,8752.735230
131072,16,16,32,32,4,0.000489,0.000400,8179.959100
131072,16,484,32,32,4,0.000458,0.000400,8733.624454
1048576,128,16,32,64,5,0.000496,0.000400,10080.645161
1048576,128,484,32,64,4,0.000404,0.000400,9900.990099
524288,64,16,32,64,5,0.000490,0.000400,10204.081633
524288,64,484,32,64,4,0.000408,0.000400,9803.921569
262144,32,16,32,64,5,0.000444,0.000400,11261.261261
262144,32,484,32,64,5,0.000498,0.000400,10040.160643
131072,16,16,32,64,4,0.000425,0.000400,9411.764706
131072,16,484,32,64,4,0.000412,0.000400,9708.737864
1048576,128,16,32,96,5,0.000453,0.000400,11037.527594
1048576,128,484,32,96,5,0.000451,0.000400,11086.474501
524288,64,16,32,96,5,0.000450,0.000400,11111.111111
524288,64,484,32,96,5,0.000450,0.000400,11111.111111
262144,32,16,32,96,5,0.000438,0.000400,11415.525114
262144,32,484,32,96,5,0.000469,0.000400,10660.980810
131072,16,16,32,96,4,0.000432,0.000400,9259.259259
131072,16,484,32,96,5,0.000459,0.000400,10893.246187
1048576,128,16,32,128,5,0.000449,0.000400,11135.857461
1048576,128,484,32,128,5,0.000429,0.000400,11655.011655
524288,64,16,32,128,5,0.000427,0.000400,11709.601874
524288,64,484,32,128,5,0.000427,0.000400,11709.601874
262144,32,16,32,128,5,0.000425,0.000400,11764.705882
262144,32,484,32,128,5,0.000452,0.000400,11061.946903
131072,16,16,32,128,4,0.000450,0.000400,8888.888889
131072,16,484,32,128,5,0.000470,0.000400,10638.297872
1048576,128,16,32,160,5,0.000427,0.000400,11709.601874
1048576,128,484,32,160,5,0.000436,0.000400,11467.889908
524288,64,16,32,160,5,0.000455,0.000400,10989.010989
524288,64,484,32,160,5,0.000421,0.000400,11876.484561
262144,32,16,32,160,5,0.000445,0.000400,11235.955056
262144,32,484,32,160,5,0.000437,0.000400,11441.647597
131072,16,16,32,160,4,0.000504,0.000400,7936.507937
131072,16,484,32,160,5,0.000441,0.000400,11337.868481
1048576,128,16,32,192,5,0.000435,0.000400,11494.252874
1048576,128,484,32,192,5,0.000431,0.000400,11600.928074
524288,64,16,32,192,5,0.000439,0.000400,11389.521640
524288,64,484,32,192,5,0.000422,0.000400,11848.341232
262144,32,16,32,192,5,0.000484,0.000400,10330.578512
262144,32,484,32,192,5,0.000451,0.000400,11086.474501
131072,16,16,32,192,3,0.000411,0.000400,7299.270073
131072,16,484,32,192,5,0.000455,0.000400,10989.010989
1048576,128,16,32,224,5,0.000433,0.000400,11547.344111
1048576,128,484,32,224,5,0.000429,0.000400,11655.011655
524288,64,16,32,224,5,0.000429,0.000400,11655.011655
524288,64,484,32,224,5,0.000441,0.000400,11337.868481
262144,32,16,32,224,4,0.000409,0.000400,9779.951100
262144,32,484,32,224,5,0.000448,0.000400,11160.714286
131072,16,16,32,224,3,0.000451,0.000400,6651.884701
131072,16,484,32,224,5,0.000449,0.000400,11135.857461
1048576,128,16,32,256,5,0.000464,0.000400,10775.862069
1048576,128,484,32,256,5,0.000457,0.000400,10940.919037
524288,64,16,32,256,5,0.000441,0.000400,11337.868481
524288,64,484,32,256,5,0.000439,0.000400,11389.521640
262144,32,16,32,256,4,0.000454,0.000400,8810.572687
262144,32,484,32,256,5,0.000469,0.000400,10660.980810
131072,16,16,32,256,3,0.000503,0.000400,5964.214712
131072,16,484,32,256,5,0.000466,0.000400,10729.613734
1048576,128,16,48,0,4,0.000447,0.000400,8948.545861
1048576,128,484,48,0,4,0.000456,0.000400,8771.929825
524288,64,16,48,0,4,0.000445,0.000400,8988.764045
524288,64,484,48,0,4,0.000447,0.000400,8948.545861
262144,32,16,48,0,4,0.000429,0.000400,9324.009324
262144,32,484,48,0,4,0.000487,0.000400,8213.552361
131072,16,16,48,0,4,0.000464,0.000400,8620.689655
131072,16,484,48,0,4,0.000442,0.000400,9049.773756
1048576,128,16,48,32,4,0.000440,0.000400,9090.909091
1048576,128,484,48,32,4,0.000451,0.000400,8869.179601
524288,64,16,48,32,4,0.000445,0.000400,8988.764045
524288,64,484,48,32,4,0.000444,0.000400,9009.009009
262144,32,16,48,32,5,0.000500,0.000400,10000.000000
262144,32,484,48,32,4,0.000446,0.000400,8968.609865
131072,16,16,48,32,4,0.000474,0.000400,8438.818565
131072,16,484,48,32,4,0.000443,0.000400,9029.345372
1048576,128,16,48,64,4,0.000440,0.000400,9090.909091
1048576,128,484,48,64,4,0.000421,0.000400,9501.187648
524288,64,16,48,64,4,0.000434,0.000400,9216.589862
524288,64,484,48,64,4,0.000418,0.000400,9569.377990
262144,32,16,48,64,5,0.000476,0.000400,10504.201681
262144,32,484,48,64,4,0.000419,0.000400,9546.539379
131072,16,16,48,64,4,0.000447,0.000400,8948.545861
131072,16,484,48,64,4,0.000434,0.000400,9216.589862
1048576,128,16,48,96,5,0.000485,0.000400,10309.278351
1048576,128,484,48,96,5,0.000495,0.000400,10101.010101
524288,64,16,48,96,5,0.000484,0.000400,10330.578512
524288,64,484,48,96,5,0.000494,0.000400,10121.457490
262144,32,16,48,96,5,0.000465,0.000400,10752.688172
262144,32,484,48,96,5,0.000486,0.000400,10288.065844
131072,16,16,48,96,4,0.000450,0.000400,8888.888889
131072,16,484,48,96,5,0.000502,0.000400,9960.159363
1048576,128,16,48,128,5,0.000466,0.000400,10729.613734
1048576,128,484,48,128,5,0.000486,0.000400,10288.065844
524288,64,16,48,128,5,0.000461,0.000400,10845.986985
524288,64,484,48,128,5,0.000460,0.000400,10869.565217
262144,32,16,48,128,5,0.000471,0.000400,10615.711253
262144,32,484,48,128,5,0.000472,0.000400,10593.220339
131072,16,16,48,128,4,0.000474,0.000400,8438.818565
131072,16,484,48,128,4,0.000433,0.000400,9237.875289
1048576,128,16,48,160,5,0.000474,0.000400,10548.523207
1048576,128,484,48,160,5,0.000464,0.000400,10775.862069
524288,64,16,48,160,5,0.000463,0.000400,10799.136069
524288,64,484,48,160,5,0.000475,0.000400,10526.315789
262144,32,16,48,160,5,0.000479,0.000400,10438.413361
262144,32,484,48,160,5,0.000467,0.000400,10706.638116
131072,16,16,48,160,4,0.000521,0.000400,7677.543186
131072,16,484,48,160,5,0.000487,0.000400,10266.940452
1048576,128,16,48,192,5,0.000463,0.000400,10799.136069
1048576,128,484,48,192,5,0.000475,0.000400,10526.315789
524288,64,16,48,192,5,0.000453,0.000400,11037.527594
524288,64,484,48,192,5,0.000470,0.000400,10638.297872
262144,32,16,48,192,4,0.000410,0.000400,9756.097561
262144,32,484,48,192,5,0.000471,0.000400,10615.711253
131072,16,16,48,192,3,0.000430,0.000400,6976.744186
131072,16,484,48,192,5,0.000472,0.000400,10593.220339
1048576,128,16,48,224,5,0.000476,0.000400,10504.201681
1048576,128,484,48,224,5,0.000460,0.000400,10869.565217
524288,64,16,48,224,5,0.000458,0.000400,10917.030568
524288,64,484,48,224,5,0.000467,0.000400,10706.638116
262144,32,16,48,224,4,0.000442,0.000400,9049.773756
262144,32,484,48,224,5,0.000484,0.000400,10330.578512
131072,16,16,48,224,3,0.000467,0.000400,6423.982869
131072,16,484,48,224,5,0.000483,0.000400,10351.966874
1048576,128,16,48,256,4,0.000401,0.000400,9975.062344
1048576,128,484,48,256,5,0.000478,0.000400,10460.251046
524288,64,16,48,256,5,0.000476,0.000400,10504.201681
524288,64,484,48,256,5,0.000480,0.000400,10416.666667
262144,32,16,48,256,4,0.000467,0.000400,8565.310493
262144,32,484,48,256,4,0.000409,0.000400,9779.951100
131072,16,16,48,256,3,0.000526,0.000400,5703.422053
131072,16,484,48,256,5,0.000494,0.000400,10121.457490
1048576,128,16,64,0,4,0.000442,0.000400,9049.773756
1048576,128,484,64,0,4,0.000483,0.000400,8281.573499
524288,64,16,64,0,4,0.000454,0.000400,8810.572687
524288,64,484,64,0,4,0.000445,0.000400,8988.764045
262144,32,16,64,0,4,0.000402,0.000400,9950.248756
262144,32,484,64,0,4,0.000467,0.000400,8565.310493
131072,16,16,64,0,4,0.000466,0.000400,8583.690987
131072,16,484,64,0,4,0.000451,0.000400,8869.179601
1048576,128,16,64,32,4,0.000439,0.000400,9111.617312
1048576,128,484,64,32,4,0.000439,0.000400,9111.617312
524288,64,16,64,32,4,0.000451,0.000400,8869.179601
524288,64,484,64,32,4,0.000438,0.000400,9132.420091
262144,32,16,64,32,5,0.000498,0.000400,10040.160643
262144,32,484,64,32,4,0.000450,0.000400,8888.888889
131072,16,16,64,32,4,0.000478,0.000400,8368.200837
131072,16,484,64,32,4,0.000446,0.000400,8968.609865
1048576,128,16,64,64,4,0.000445,0.000400,8988.764045
1048576,128,484,64,64,4,0.000453,0.000400,8830.022075
524288,64,16,64,64,4,0.000448,0.000400,8928.571429
524288,64,484,64,64,4,0.000443,0.000400,9029.345372
262144,32,16,64,64,5,0.000499,0.000400,10020.040080
262144,32,484,64,64,4,0.000463,0.000400,8639.308855
131072,16,16,64,64,4,0.000464,0.000400,8620.689655
131072,16,484,64,64,4,0.000456,0.000400,8771.929825
1048576,128,16,64,96,4,0.000410,0.000400,9756.097561
1048576,128,484,64,96,4,0.000407,0.000400,9828.009828
524288,64,16,64,96,4,0.000436,0.000400,9174.311927
524288,64,484,64,96,4,0.000406,0.000400,9852.216749
262144,32,16,64,96,5,0.000494,0.000400,10121.457490
262144,32,484,64,96,4,0.000410,0.000400,9756.097561
131072,16,16,64,96,4,0.000465,0.000400,8602.150538
131072,16,484,64,96,4,0.000409,0.000400,9779.951100
1048576,128,16,64,128,4,0.000408,0.000400,9803.921569
1048576,128,484,64,128,5,0.000489,0.000400,10224.948875
524288,64,16,64,128,5,0.000488,0.000400,10245.901639
524288,64,484,64,128,5,0.000491,0.000400,10183.299389
262144,32,16,64,128,4,0.000408,0.000400,9803.921569
262144,32,484,64,128,4,0.000446,0.000400,8968.609865
131072,16,16,64,128,4,0.000514,0.000400,7782.101167
131072,16,484,64,128,4,0.000425,0.000400,9411.764706
1048576,128,16,64,160,5,0.000487,0.000400,10266.940452
1048576,128,484,64,160,5,0.000482,0.000400,10373.443983
524288,64,16,64,160,5,0.000495,0.000400,10101.010101
524288,64,484,64,160,5,0.000474,0.000400,10548.523207
262144,32,16,64,160,4,0.000403,0.000400,9925.558313
262144,32,484,64,160,5,0.000488,0.000400,10245.901639
131072,16,16,64,160,3,0.000401,0.000400,7481.296758
131072,16,484,64,160,4,0.000406,0.000400,9852.216749
1048576,128,16,64,192,5,0.000483,0.000400,10351.966874
1048576,128,484,64,192,5,0.000478,0.000400,10460.251046
524288,64,16,64,192,5,0.000488,0.000400,10245.901639
524288,64,484,64,192,5,0.000493,0.000400,10141.987830
262144,32,16,64,192,4,0.000428,0.000400,9345.794393
262144,32,484,64,192,5,0.000495,0.000400,10101.010101
131072,16,16,64,192,3,0.000440,0.000400,6818.181818
131072,16,484,64,192,4,0.000411,0.000400,9732.360097
1048576,128,16,64,224,5,0.000488,0.000400,10245.901639
1048576,128,484,64,224,5,0.000486,0.000400,10288.065844
524288,64,16,64,224,5,0.000485,0.000400,10309.278351
524288,64,484,64,224,5,0.000485,0.000400,10309.278351
262144,32,16,64,224,4,0.000486,0.000400,8230.452675
262144,32,484,64,224,4,0.000434,0.000400,9216.589862
131072,16,16,64,224,3,0.000477,0.000400,6289.308176
131072,16,484,64,224,5,0.000497,0.000400,10060.362173
1048576,128,16,64,256,4,0.000416,0.000400,9615.384615
1048576,128,484,64,256,5,0.000495,0.000400,10101.010101
524288,64,16,64,256,5,0.000493,0.000400,10141.987830
524288,64,484,64,256,5,0.000492,0.000400,10162.601626
262144,32,16,64,256,4,0.000496,0.000400,8064.516129
262144,32,484,64,256,4,0.000415,0.000400,9638.554217
131072,16,16,64,256,3,0.000546,0.000400,5494.505495
131072,16,484,64,256,4,0.000426,0.000400,9389.671362
1048576,128,48,0,0,3,0.000415,0.000400,7228.915663
1048576,128,452,0,0,4,0.000531,0.000400,7532.956685
524288,64,48,0,0,4,0.000529,0.000400,7561.436673
524288,64,452,0,0,4,0.000530,0.000400,7547.169811
262144,32,48,0,0,4,0.000511,0.000400,7827.788650
262144,32,452,0,0,4,0.000531,0.000400,7532.956685
131072,16,48,0,0,3,0.000415,0.000400,7228.915663
131072,16,452,0,0,4,0.000531,0.000400,7532.956685
1048576,128,48,0,32,4,0.000444,0.000400,9009.009009
1048576,128,452,0,32,4,0.000421,0.000400,9501.187648
524288,64,48,0,32,4,0.000448,0.000400,8928.571429
524288,64,452,0,32,4,0.000422,0.000400,9478.672986
262144,32,48,0,32,5,0.000485,0.000400,10309.278351
262144,32,452,0,32,4,0.000436,0.000400,9174.311927
131072,16,48,0,32,4,0.000443,0.000400,9029.345372
131072,16,452,0,32,4,0.000421,0.000400,9501.187648
1048576,128,48,0,64,5,0.000451,0.000400,11086.474501
1048576,128,452,0,64,5,0.000463,0.000400,10799.136069
524288,64,48,0,64,5,0.000480,0.000400,10416.666667
524288,64,452,0,64,5,0.000452,0.000400,11061.946903
262144,32,48,0,64,5,0.000410,0.000400,12195.121951
262144,32,452,0,64,5,0.000453,0.000400,11037.527594
131072,16,48,0,64,5,0.000493,0.000400,10141.987830
131072,16,452,0,64,5,0.000455,0.000400,10989.010989
1048576,128,48,0,96,5,0.000411,0.000400,12165.450122
1048576,128,452,0,96,5,0.000408,0.000400,12254.901961
524288,64,48,0,96,5,0.000422,0.000400,11848.341232
524288,64,452,0,96,5,0.000424,0.000400,11792.452830
262144,32,48,0,96,6,0.000439,0.000400,13667.425968
262144,32,452,0,96,5,0.000419,0.000400,11933.174224
131072,16,48,0,96,5,0.000436,0.000400,11467.889908
131072,16,452,0,96,4,0.000442,0.000400,9049.773756
1048576,128,48,0,128,4,0.000465,0.000400,8602.150538
1048576,128,452,0,128,6,0.000469,0.000400,12793.176972
524288,64,48,0,128,6,0.000464,0.000400,12931.034483
524288,64,452,0,128,6,0.000464,0.000400,12931.034483
262144,32,48,0,128,6,0.000454,0.000400,13215.859031
262144,32,452,0,128,5,0.000402,0.000400,12437.810945
131072,16,48,0,128,5,0.000461,0.000400,10845.986985
131072,16,452,0,128,6,0.000468,0.000400,12820.512821
1048576,128,48,0,160,6,0.000458,0.000400,13100.436681
1048576,128,452,0,160,6,0.000466,0.000400,12875.536481
524288,64,48,0,160,6,0.000449,0.000400,13363.028953
524288,64,452,0,160,6,0.000448,0.000400,13392.857143
262144,32,48,0,160,6,0.000455,0.000400,13186.813187
262144,32,452,0,160,6,0.000473,0.000400,12684.989429
131072,16,48,0,160,4,0.000410,0.000400,9756.097561
131072,16,452,0,160,6,0.000474,0.000400,12658.227848
1048576,128,48,0,192,6,0.000456,0.000400,13157.894737
1048576,128,452,0,192,6,0.000451,0.000400,13303.769401
524288,64,48,0,192,6,0.000469,0.000400,12793.176972
524288,64,452,0,192,6,0.000455,0.000400,13186.813187
262144,32,48,0,192,5,0.000413,0.000400,12106.537530
262144,32,452,0,192,6,0.000469,0.000400,12793.176972
131072,16,48,0,192,4,0.000483,0.000400,8281.573499
131072,16,452,0,192,6,0.000466,0.000400,12875.536481
1048576,128,48,0,224,6,0.000473,0.000400,12684.989429
1048576,128,452,0,224,6,0.000460,0.000400,13043.478261
524288,64,48,0,224,6,0.000474,0.000400,12658.227848
524288,64,452,0,224,6,0.000458,0.000400,13100.436681
262144,32,48,0,224,5,0.000442,0.000400,11312.217195
262144,32,452,0,224,6,0.000478,0.000400,12552.301255
131072,16,48,0,224,4,0.000526,0.000400,7604.562738
131072,16,452,0,224,5,0.000405,0.000400,12345.679012
1048576,128,48,0,256,5,0.000407,0.000400,12285.012285
1048576,128,452,0,256,5,0.000420,0.000400,11904.761905
524288,64,48,0,256,5,0.000417,0.000400,11990.407674
524288,64,452,0,256,5,0.000408,0.000400,12254.901961
262144,32,48,0,256,5,0.000484,0.000400,10330.578512
262144,32,452,0,256,5,0.000413,0.000400,12106.537530
131072,16,48,0,256,3,0.000446,0.000400,6726.457399
131072,16,452,0,256,5,0.000415,0.000400,12048.192771
1048576,128,48,16,0,3,0.000414,0.000400,7246.376812
1048576,128,452,16,0,4,0.000529,0.000400,7561.436673
524288,64,48,16,0,4,0.000529,0.000400,7561.436673
524288,64,452,16,0,4,0.000528,0.000400,7575.757576
262144,32,48,16,0,3,0.000406,0.000400,7389.162562
262144,32,452,16,0,4,0.000527,0.000400,7590.132827
131072,16,48,16,0,3,0.000414,0.000400,7246.376812
131072,16,452,16,0,4,0.000528,0.000400,7575.757576
1048576,128,48,16,32,4,0.000435,0.000400,9195.402299
1048576,128,452,16,32,4,0.000423,0.000400,9456.264775
524288,64,48,16,32,4,0.000423,0.000400,9456.264775
524288,64,452,16,32,4,0.000423,0.000400,9456.264775
262144,32,48,16,32,5,0.000484,0.000400,10330.578512
262144,32,452,16,32,4,0.000464,0.000400,8620.689655
131072,16,48,16,32,4,0.000453,0.000400,8830.022075
131072,16,452,16,32,4,0.000426,0.000400,9389.671362
1048576,128,48,16,64,5,0.000458,0.000400,10917.030568
1048576,128,452,16,64,5,0.000470,0.000400,10638.297872
524288,64,48,16,64,5,0.000452,0.000400,11061.946903
524288,64,452,16,64,5,0.000451,0.000400,11086.474501
262144,32,48,16,64,5,0.000410,0.000400,12195.121951
262144,32,452,16,64,5,0.000452,0.000400,11061.946903
131072,16,48,16,64,5,0.000491,0.000400,10183.299389
131072,16,452,16,64,5,0.000452,0.000400,11061.946903
1048576,128,48,16,96,5,0.000419,0.000400,11933.174224
1048576,128,452,16,96,5,0.000404,0.000400,12376.237624
524288,64,48,16,96,5,0.000422,0.000400,11848.341232
524288,64,452,16,96,5,0.000411,0.000400,12165.450122
262144,32,48,16,96,6,0.000439,0.000400,13667.425968
262144,32,452,16,96,5,0.000407,0.000400,12285.012285
131072,16,48,16,96,5,0.000435,0.000400,11494.252874
131072,16,452,16,96,5,0.000422,0.000400,11848.341232
1048576,128,48,16,128,6,0.000465,0.000400,12903.225806
1048576,128,452,16,128,6,0.000461,0.000400,13015.184382
524288,64,48,16,128,5,0.000403,0.000400,12406.947891
524288,64,452,16,128,6,0.000474,0.000400,12658.227848
262144,32,48,16,128,6,0.000436,0.000400,13761.467890
262144,32,452,16,128,5,0.000404,0.000400,12376.237624
131072,16,48,16,128,5,0.000463,0.000400,10799.136069
131072,16,452,16,128,6,0.000477,0.000400,12578.616352
1048576,128,48,16,160,5,0.000404,0.000400,12376.237624
1048576,128,452,16,160,6,0.000462,0.000400,12987.012987
524288,64,48,16,160,6,0.000461,0.000400,13015.184382
524288,64,452,16,160,6,0.000460,0.000400,13043.478261
262144,32,48,16,160,6,0.000483,0.000400,12422.360248
262144,32,452,16,160,6,0.000472,0.000400,12711.864407
131072,16,48,16,160,4,0.000411,0.000400,9732.360097
131072,16,452,16,160,6,0.000476,0.000400,12605.042017
1048576,128,48,16,192,6,0.000471,0.000400,12738.853503
1048576,128,452,16,192,6,0.000475,0.000400,12631.578947
524288,64,48,16,192,6,0.000453,0.000400,13245.033113
524288,64,452,16,192,6,0.000454,0.000400,13215.859031
262144,32,48,16,192,5,0.000412,0.000400,12135.922330
262144,32,452,16,192,5,0.000404,0.000400,12376.237624
131072,16,48,16,192,4,0.000461,0.000400,8676.789588
131072,16,452,16,192,5,0.000404,0.000400,12376.237624
1048576,128,48,16,224,6,0.000469,0.000400,12793.176972
1048576,128,452,16,224,6,0.000463,0.000400,12958.963283
524288,64,48,16,224,6,0.000475,0.000400,12631.578947
524288,64,452,16,224,6,0.000463,0.000400,12958.963283
262144,32,48,16,224,5,0.000445,0.000400,11235.955056
262144,32,452,16,224,5,0.000402,0.000400,12437.810945
131072,16,48,16,224,3,0.000413,0.000400,7263.922518
131072,16,452,16,224,5,0.000405,0.000400,12345.679012
1048576,128,48,16,256,5,0.000408,0.000400,12254.901961
1048576,128,452,16,256,5,0.000402,0.000400,12437.810945
524288,64,48,16,256,5,0.000407,0.000400,12285.012285
524288,64,452,16,256,5,0.000411,0.000400,12165.450122
262144,32,48,16,256,5,0.000487,0.000400,10266.940452
262144,32,452,16,256,5,0.000418,0.000400,11961.722488
131072,16,48,16,256,3,0.000445,0.000400,6741.573034
131072,16,452,16,256,5,0.000420,0.000400,11904.761905
1048576,128,48,32,0,4,0.000479,0.000400,8350.730689
1048576,128,452,32,0,4,0.000455,0.000400,8791.208791
524288,64,48,32,0,4,0.000456,0.000400,8771.929825
524288,64,452,32,0,4,0.000455,0.000400,8791.208791
262144,32,48,32,0,4,0.000447,0.000400,8948.545861
262144,32,452,32,0,4,0.000454,0.000400,8810.572687
131072,16,48,32,0,4,0.000478,0.000400,8368.200837
131072,16,452,32,0,4,0.000455,0.000400,8791.208791
1048576,128,48,32,32,4,0.000515,0.000400,7766.990291
1048576,128,452,32,32,4,0.000458,0.000400,8733.624454
524288,64,48,32,32,4,0.000458,0.000400,8733.624454
524288,64,452,32,32,4,0.000458,0.000400,8733.624454
262144,32,48,32,32,4,0.000424,0.000400,9433.962264
262144,32,452,32,32,4,0.000470,0.000400,8510.638298
131072,16,48,32,32,4,0.000488,0.000400,8196.721311
131072,16,452,32,32,4,0.000459,0.000400,8714.596950
1048576,128,48,32,64,5,0.000498,0.000400,10040.160643
1048576,128,452,32,64,4,0.000410,0.000400,9756.097561
524288,64,48,32,64,5,0.000494,0.000400,10121.457490
524288,64,452,32,64,5,0.000494,0.000400,10121.457490
262144,32,48,32,64,5,0.000454,0.000400,11013.215859
262144,32,452,32,64,4,0.000417,0.000400,9592.326139
131072,16,48,32,64,4,0.000419,0.000400,9546.539379
131072,16,452,32,64,5,0.000495,0.000400,10101.010101
1048576,128,48,32,96,5,0.000462,0.000400,10822.510823
1048576,128,452,32,96,5,0.000491,0.000400,10183.299389
524288,64,48,32,96,5,0.000461,0.000400,10845.986985
524288,64,452,32,96,5,0.000454,0.000400,11013.215859
262144,32,48,32,96,5,0.000411,0.000400,12165.450122
262144,32,452,32,96,5,0.000473,0.000400,10570.824524
131072,16,48,32,96,5,0.000478,0.000400,10460.251046
131072,16,452,32,96,5,0.000466,0.000400,10729.613734
1048576,128,48,32,128,5,0.000431,0.000400,11600.928074
1048576,128,452,32,128,5,0.000442,0.000400,11312.217195
524288,64,48,32,128,5,0.000438,0.000400,11415.525114
524288,64,452,32,128,5,0.000446,0.000400,11210.762332
262144,32,48,32,128,5,0.000410,0.000400,12195.121951
262144,32,452,32,128,5,0.000435,0.000400,11494.252874
131072,16,48,32,128,4,0.000424,0.000400,9433.962264
131072,16,452,32,128,3,0.000483,0.000400,6211.180124
1048576,128,48,32,160,5,0.000448,0.000400,11160.714286
1048576,128,452,32,160,5,0.000423,0.000400,11820.330969
524288,64,48,32,160,5,0.000434,0.000400,11520.737327
524288,64,452,32,160,5,0.000428,0.000400,11682.242991
262144,32,48,32,160,5,0.000444,0.000400,11261.261261
262144,32,452,32,160,5,0.000433,0.000400,11547.344111
131072,16,48,32,160,4,0.000445,0.000400,8988.764045
131072,16,452,32,160,5,0.000448,0.000400,11160.714286
1048576,128,48,32,192,5,0.000425,0.000400,11764.705882
1048576,128,452,32,192,5,0.000435,0.000400,11494.252874
524288,64,48,32,192,5,0.000422,0.000400,11848.341232
524288,64,452,32,192,5,0.000439,0.000400,11389.521640
262144,32,48,32,192,5,0.000478,0.000400,10460.251046
262144,32,452,32,192,5,0.000455,0.000400,10989.010989
131072,16,48,32,192,4,0.000500,0.000400,8000.000000
131072,16,452,32,192,5,0.000450,0.000400,11111.111111
1048576,128,48,32,224,5,0.000432,0.000400,11574.074074
1048576,128,452,32,224,4,0.000433,0.000400,9237.875289
524288,64,48,32,224,5,0.000448,0.000400,11160.714286
524288,64,452,32,224,5,0.000428,0.000400,11682.242991
262144,32,48,32,224,4,0.000463,0.000400,8639.308855
262144,32,452,32,224,5,0.000453,0.000400,11037.527594
131072,16,48,32,224,3,0.000417,0.000400,7194.244604
131072,16,452,32,224,5,0.000450,0.000400,11111.111111
1048576,128,48,32,256,5,0.000473,0.000400,10570.824524
1048576,128,452,32,256,5,0.000448,0.000400,11160.714286
524288,64,48,32,256,5,0.000456,0.000400,10964.912281
524288,64,452,32,256,5,0.000449,0.000400,11135.857461
262144,32,48,32,256,4,0.000439,0.000400,9111.617312
262144,32,452,32,256,5,0.000467,0.000400,10706.638116
131072,16,48,32,256,3,0.000483,0.000400,6211.180124
131072,16,452,32,256,5,0.000464,0.000400,10775.862069
1048576,128,48,48,0,4,0.000445,0.000400,8988.764045
1048576,128,452,48,0,4,0.000453,0.000400,8830.022075
524288,64,48,48,0,4,0.000466,0.000400,8583.690987
524288,64,452,48,0,4,0.000439,0.000400,9111.617312
262144,32,48,48,0,4,0.000408,0.000400,9803.921569
262144,32,452,48,0,4,0.000452,0.000400,8849.557522
131072,16,48,48,0,4,0.000463,0.000400,8639.308855
131072,16,452,48,0,4,0.000440,0.000400,9090.909091
1048576,128,48,48,32,4,0.000439,0.000400,9111.617312
1048576,128,452,48,32,4,0.000439,0.000400,9111.617312
